总里程,业务类型,需求类型1,需求类型2,线路编码,是否续签,始发网点,目的网点,交易成功时长,成交对象,车辆长度,车辆吨位,标的展示策略,打包类型,运输等级,调价类型,调价紧急程度,始发地省份名称,目的地省份名称,车辆类型分类,交易对象,地区类型,地区,需求紧急程度,计划靠车前可用分钟数,计划发车前可用分钟数,计划到达前行驶分钟数,计划卸货分钟数,交易运行分钟数,实际靠车前可用分钟数,实际发车前可用分钟数,实际结束前分钟数,调价审核分钟数,线路指导价（不含税）
241.0,重货,普通,计划,81,已分拨续签,15,16,1151,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,11825.0,12065.0,225.0,41.0,1729.333333,11746.483333,12326.6,8.05,0.05,1165
241.0,重货,普通,计划,81,已分拨续签,15,16,176,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,43734.0,44094.0,225.0,41.0,2704.65,43716.416667,43879.8,22.266667,0.083333,1259
45.0,速运,普通,计划,85,非续签,18,17,14,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,21975.0,22005.0,55.0,41.0,1772.0,21962.833333,21965.566667,1.533333,0.45,282
54.9,重货,普通,计划,15,非续签,4,3,1311,C,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,33800.0,33920.0,85.0,28.0,6569.0,33540.55,33739.766667,278.116667,1.55,394
144.0,重货,普通,计划,91,非续签,19,10,1461,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,5000.0,5060.0,146.0,41.0,365.0,4811.666667,4939.55,88.666667,129.5,609
144.0,重货,普通,计划,93,已分拨续签,19,10,9861,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,49854.0,49884.0,150.0,85.0,5544.0,49463.816667,49523.9,177.483333,0.35,835
144.0,重货,普通,计划,93,已分拨续签,19,10,9861,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,12324.0,12444.0,150.0,85.0,5544.0,12027.766667,12174.833333,352.166667,0.35,835
54.9,重货,普通,计划,3,非续签,4,1,4789,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,28405.0,28545.0,115.0,46.0,1103.0,27828.55,28543.7,2654.183333,207.7,403
2544.0,速运,普通,计划,56,已分拨续签,12,20,1764,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,58261.0,58321.0,2690.0,86.0,1116.35,57897.2,58311.683333,73.166667,0.033333,11457
33.0,速运,普通,计划,24,已分拨续签,5,9,355,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,36054.0,36084.0,60.0,12.0,2525.15,36007.55,36083.033333,5.133333,0.033333,127
54.9,重货,普通,计划,3,非续签,4,1,1471,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,35936.0,36136.0,115.0,46.0,9985.0,35933.383333,36134.033333,1099.366667,0.533333,422
241.0,速运,普通,计划,72,非续签,14,16,1283,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,特急订单,41908.0,42478.0,243.0,41.0,6065.0,41822.15,41979.35,7.566667,0.216667,1292
144.0,重货,普通,计划,93,非续签,19,10,17,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,32646.0,32766.0,150.0,85.0,529.0,32518.183333,32747.633333,21668.066667,4.233333,835
241.0,速运,普通,计划,77,已分拨续签,14,16,55,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,47331.0,47391.0,220.0,41.0,2825.416667,47369.55,47395.766667,4.133333,0.3,1172
55.22,重货,普通,计划,8,非续签,4,2,1317,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,18351.0,18461.0,95.0,54.0,6925.0,18083.316667,18439.066667,12.45,1.083333,396
2600.86,重货,普通,临时,45,非续签,11,20,185,B,15.0,30.0,DIR,人工,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,26988.0,27048.0,2881.0,66.0,15283.0,26450.15,26993.85,624.233333,0.233333,11823
241.0,重货,普通,计划,81,非续签,15,16,1603,B,9.6,14.0,BDC,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,BC,分拨区,5,常规订单,30043.0,30703.0,225.0,41.0,7535.0,29936.983333,30223.1,2.166667,0.116667,1377
2544.0,速运,普通,计划,63,已分拨续签,12,20,1161,B,15.0,30.0,DIR,单边,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,27504.0,27564.0,2750.0,66.0,1719.316667,26551.366667,26843.066667,66.416667,0.033333,12720
45.0,速运,普通,计划,88,已分拨续签,18,17,153,B,5.2,3.0,DIR,周期流向,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,19050.0,19080.0,60.0,17.0,2728.433333,18879.45,19066.466667,1.4,0.033333,257
241.0,速运,普通,计划,78,已分拨续签,14,16,184,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,21334.0,21404.0,220.0,41.0,2697.216667,21270.466667,21406.316667,3.25,0.05,999
54.91,重货,普通,计划,8,非续签,4,2,1597,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,28413.0,28553.0,47.0,54.0,1052.0,28197.033333,28443.8,89.216667,21.2,403
241.0,重货,普通,计划,81,非续签,15,16,380,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,1617.0,2277.0,225.0,41.0,1236.0,1413.766667,1971.166667,221.966667,0.683333,1377
144.0,重货,普通,计划,91,已分拨续签,19,10,43,B,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,44153.0,44223.0,146.0,85.0,2836.85,43624.016667,43699.916667,1480.35,0.066667,835
45.0,速运,普通,计划,90,已分拨续签,18,17,1149,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,19078.0,19108.0,60.0,41.0,1732.116667,18984.7,19107.616667,1.2,0.033333,284
54.9,重货,普通,计划,2,非续签,4,1,4722,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,44040.0,44075.0,90.0,36.0,1169.0,43969.416667,44073.866667,2302.366667,91.1,403
241.0,速运,普通,计划,74,已分拨续签,14,16,254,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,32396.0,32466.0,213.0,48.0,2626.166667,32234.7,32464.966667,2.166667,0.183333,999
2544.0,速运,普通,计划,59,已分拨续签,12,20,1578,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,52721.0,52781.0,2690.0,41.0,1303.066667,52243.083333,52536.866667,24.283333,0.016667,10553
241.0,速运,普通,临时,73,非续签,14,16,1378,B,9.6,14.0,BDC,人工,二级运输,调高,常规,河南省,河南省,厢式运输车,BC,分拨区,5,常规订单,29214.0,29364.0,215.0,41.0,4766.0,29365.9,29370.4,3.166667,1048.633333,1252
33.0,速运,普通,计划,26,已分拨续签,5,9,16,B,4.2,1.5,DIR,人工,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,48878.0,48993.0,60.0,12.0,2864.233333,48804.216667,48981.85,1.333333,0.016667,127
54.91,重货,普通,计划,7,非续签,4,2,1316,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,45323.0,45443.0,90.0,54.0,6567.0,45079.333333,45210.666667,733.25,1.233333,394
54.9,重货,普通,计划,3,非续签,4,1,4709,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,32746.0,32946.0,115.0,46.0,1183.0,32587.133333,32852.583333,86.65,92.8,405
55.22,重货,普通,计划,8,非续签,4,2,1313,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,24021.0,24221.0,95.0,54.0,6958.0,23848.466667,24104.016667,162.533333,1.1,402
241.0,速运,普通,计划,74,已分拨续签,14,16,254,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,特急订单,17996.0,18066.0,220.0,41.0,2626.166667,17892.916667,18072.883333,10.666667,0.183333,999
45.0,速运,普通,计划,86,已分拨续签,18,17,1459,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,46679.0,46709.0,60.0,17.0,1421.6,46467.333333,46678.466667,1.616667,0.016667,284
241.0,速运,普通,计划,77,已分拨续签,14,16,55,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,27171.0,27231.0,220.0,41.0,2825.416667,27141.466667,27234.233333,3.75,0.3,1172
45.0,速运,普通,计划,86,已分拨续签,18,17,6,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,30873.0,30903.0,60.0,17.0,2874.233333,30757.016667,30849.183333,3.583333,0.033333,284
2544.0,速运,普通,计划,58,已分拨续签,12,20,40,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,13729.0,13789.0,2690.0,66.0,2839.966667,13211.033333,14399.0,21.116667,0.033333,10618
45.0,速运,普通,计划,85,已分拨续签,18,17,35,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,36461.0,36491.0,55.0,17.0,2845.166667,36286.033333,36420.283333,23.083333,0.033333,257
2544.0,速运,普通,计划,58,已分拨续签,12,20,51,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,10844.0,10904.0,2690.0,66.0,2829.216667,10544.4,10755.683333,18.166667,0.066667,10618
54.9,重货,普通,计划,3,非续签,4,1,4789,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,32725.0,32865.0,115.0,46.0,1103.0,32645.833333,32858.55,77.233333,207.7,403
45.0,速运,普通,计划,85,已分拨续签,18,17,31,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,45446.0,45476.0,55.0,17.0,2849.433333,45316.366667,45388.133333,2.783333,0.183333,280
45.0,速运,普通,计划,86,已分拨续签,18,17,7,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,30872.0,30902.0,60.0,17.0,2872.85,30773.533333,30899.116667,4.716667,0.033333,284
45.0,速运,普通,计划,89,非续签,18,17,22,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,27823.0,27853.0,60.0,41.0,2081.0,27704.766667,27827.133333,4.8,0.516667,282
241.0,重货,区域发运,计划,81,已分拨续签,15,16,38,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,30924.0,31164.0,225.0,41.0,2843.0,30736.25,30828.466667,8.566667,0.05,1145
144.0,重货,普通,计划,91,已分拨续签,19,10,20420,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,22008.0,22038.0,146.0,85.0,362.0,21751.266667,22039.566667,1116.05,0.116667,835
144.0,重货,普通,计划,91,已分拨续签,19,10,3960,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,特急订单,21002.0,21062.0,146.0,85.0,5064.0,20383.216667,20775.366667,663.05,0.483333,697
45.0,速运,普通,计划,85,已分拨续签,18,17,10110,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,45116.0,45146.0,55.0,41.0,3322.0,45076.883333,45144.666667,2.583333,0.683333,284
45.0,速运,普通,计划,85,已分拨续签,18,17,932,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,20968.0,20998.0,55.0,17.0,1948.383333,20782.633333,20927.35,9.433333,0.05,280
50.15,重货,普通,计划,11,已分拨续签,4,2,97,B,7.6,7.0,DIR,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,B,业务区,1,常规订单,28810.0,29050.0,103.0,54.0,2784.45,28724.1,29033.516667,64.016667,0.033333,442
54.9,重货,普通,计划,2,非续签,4,1,2648,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,50023.0,50083.0,80.0,46.0,1361.0,49655.8,50084.5,143.55,2589.35,403
54.9,重货,普通,计划,3,非续签,4,1,4789,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,9685.0,9825.0,115.0,46.0,1103.0,9529.883333,9827.716667,47.716667,207.7,403
45.0,速运,普通,计划,86,已分拨续签,18,17,1459,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,55327.0,55357.0,60.0,17.0,1421.983333,55170.233333,55234.083333,1.883333,0.033333,257
45.0,速运,普通,计划,85,已分拨续签,18,17,933,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,19527.0,19557.0,55.0,17.0,1947.983333,19419.766667,19422.166667,3.433333,0.033333,280
144.0,重货,普通,计划,91,已分拨续签,19,10,34,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,30881.0,30911.0,146.0,85.0,2845.666667,30286.0,30757.333333,187.633333,0.083333,835
45.0,速运,普通,计划,85,已分拨续签,18,17,935,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,13766.0,13796.0,55.0,17.0,1946.116667,13589.683333,13784.716667,1.316667,0.033333,280
241.0,速运,普通,计划,72,非续签,14,16,11456,B,9.6,14.0,BDC,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,BC,分拨区,5,常规订单,23073.0,23823.0,220.0,41.0,2125.0,23014.75,23192.733333,82.85,0.15,1377
241.0,速运,普通,计划,72,已分拨续签,14,16,166,B,9.6,14.0,DIR,人工,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,7756.0,7876.0,220.0,41.0,2713.616667,7605.483333,7778.383333,40.216667,0.066667,1229
45.0,速运,普通,计划,88,已分拨续签,18,17,343,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,14931.0,14961.0,60.0,17.0,2536.783333,14782.716667,14961.55,4.416667,0.016667,280
241.0,重货,普通,计划,83,已分拨续签,15,16,191,B,9.6,14.0,DIR,人工,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,18316.0,18556.0,225.0,41.0,2689.05,18017.483333,18555.5,2.933333,0.083333,1347
144.0,重货,普通,计划,93,已分拨续签,19,10,83,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,20869.0,21229.0,150.0,41.0,2796.633333,20709.666667,20974.616667,122.5,1.733333,905
46.82,重货,普通,计划,5,非续签,4,2,1143,B,7.6,7.0,BDC,周期流向,三级运输,未调整,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,50448.0,50988.0,90.0,23.0,1424.0,50140.516667,50206.85,96.533333,0.133333,541
45.0,速运,普通,计划,90,已分拨续签,18,17,33,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,16158.0,16188.0,60.0,17.0,2847.85,16094.85,16154.733333,3.383333,0.033333,257
45.0,速运,普通,计划,85,已分拨续签,18,17,2638,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,27739.0,27769.0,55.0,17.0,242.733333,27452.483333,27609.916667,2.416667,0.033333,284
45.0,速运,普通,计划,86,已分拨续签,18,17,153,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,特急订单,30943.0,30973.0,60.0,17.0,2727.416667,30813.983333,30918.183333,1.85,0.033333,257
241.0,速运,普通,计划,73,已分拨续签,14,16,40,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,42423.0,42543.0,215.0,41.0,2840.85,42371.3,42545.25,3.9,0.083333,956
54.9,重货,普通,计划,16,非续签,4,3,1797,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,45522.0,45692.0,85.0,28.0,2215.0,45215.1,45300.133333,408.7,0.633333,368
45.0,速运,普通,计划,85,已分拨续签,18,17,59,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,4873.0,4903.0,55.0,41.0,2821.433333,4653.283333,4862.583333,4.316667,0.033333,282
45.0,速运,普通,计划,85,已分拨续签,18,17,1,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,30852.0,30882.0,55.0,41.0,2879.433333,30780.016667,30880.1,1.383333,219.666667,282
144.0,重货,普通,计划,91,已分拨续签,19,10,11080,C,9.6,14.0,DIR,人工,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,32556.0,32586.0,146.0,85.0,5155.0,31869.166667,31979.45,607.8,0.516667,835
36.0,速运,普通,计划,38,非续签,6,9,30,C,4.2,1.5,DIR,人工,三级运输,调低,常规,广东省,广东省,厢式运输车,C,业务区,2,常规订单,43355.0,43375.0,60.0,12.0,10780.0,43326.366667,43366.166667,2.783333,0.133333,177
45.0,速运,普通,计划,88,已分拨续签,18,17,36,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,41603.0,41773.0,60.0,41.0,2844.383333,41681.266667,41774.216667,1.1,0.033333,282
241.0,速运,普通,临时,72,非续签,14,16,57,B,9.6,14.0,BDC,单边,二级运输,调高,非常紧急,河南省,河南省,厢式运输车,BC,分拨区,5,特急订单,68.0,398.0,243.0,41.0,11.0,61.166667,186.916667,66.833333,0.133333,1182
144.0,重货,普通,临时,93,非续签,19,10,95,C,9.6,14.0,BDC,单边,二级运输,调高,非常紧急,广东省,广东省,厢式运输车,BC,分拨区,3,特急订单,159.0,279.0,150.0,85.0,64.0,214.3,282.283333,30.383333,62.616667,835
45.0,速运,普通,计划,85,已分拨续签,18,17,35,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,39336.0,39366.0,55.0,17.0,2845.033333,39106.85,39284.766667,8.983333,0.033333,257
33.0,速运,普通,计划,23,已分拨续签,5,9,190,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,29832.0,29862.0,70.0,12.0,2690.316667,29796.866667,29854.45,4.666667,0.016667,111
54.91,重货,普通,计划,8,非续签,4,2,1597,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,29853.0,29993.0,47.0,54.0,1052.0,29662.85,29862.766667,1229.133333,21.2,403
241.0,速运,普通,计划,74,已分拨续签,14,16,4,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,57136.0,57206.0,213.0,41.0,2877.083333,56939.866667,57184.1,12.7,0.033333,967
45.0,速运,普通,计划,90,已分拨续签,18,17,150,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,52288.0,52318.0,60.0,17.0,2730.583333,52247.783333,52295.683333,1.55,0.033333,257
241.0,速运,普通,计划,78,已分拨续签,14,16,163,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,14017.0,14087.0,220.0,41.0,2717.483333,13980.016667,14089.766667,3.666667,0.116667,1191
45.0,速运,普通,计划,86,已分拨续签,18,17,1464,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,19328.0,19358.0,60.0,17.0,1416.266667,19192.016667,19346.1,3.233333,0.05,257
2544.0,速运,普通,计划,69,非续签,12,20,8458,B,15.0,30.0,DIR,周期流向,一级运输,未调整,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,23432.0,23492.0,2790.0,66.0,8844.0,23283.533333,23479.733333,234.083333,0.333333,15000
54.9,重货,普通,计划,2,非续签,4,1,1472,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,15506.0,15596.0,90.0,46.0,9715.0,15340.166667,15591.016667,85.616667,0.833333,394
45.0,速运,普通,计划,89,已分拨续签,18,17,478,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,36286.0,36316.0,60.0,41.0,2402.9,36151.316667,36311.766667,5.35,2894.7,284
144.0,重货,普通,临时,91,非续签,19,10,65,C,9.6,14.0,BDC,单边,二级运输,未调整,紧急,广东省,广东省,厢式运输车,BC,分拨区,3,特急订单,359.0,1109.0,146.0,85.0,354.0,291.333333,497.75,617.6,59.75,1168
54.9,重货,普通,临时,17,非续签,4,3,2995,B,7.6,7.0,BDC,单边,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,1718.0,1898.0,85.0,28.0,288.033333,1612.783333,1893.333333,816.366667,0.516667,394
54.9,重货,普通,计划,15,非续签,4,3,1311,C,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,19400.0,19520.0,85.0,28.0,6569.0,19284.066667,19412.133333,170.966667,1.55,394
45.0,速运,普通,计划,89,已分拨续签,18,17,346,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,12101.0,12131.0,60.0,17.0,2534.333333,11941.483333,12120.783333,8.216667,0.05,280
54.91,重货,普通,计划,7,非续签,4,2,1318,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,36743.0,36803.0,90.0,54.0,6626.0,36536.983333,36616.116667,2480.516667,0.783333,394
54.9,重货,普通,计划,2,非续签,4,1,1472,B,7.6,7.0,BDC,人工,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,22706.0,22796.0,90.0,46.0,9715.0,22543.1,22665.966667,212.516667,0.833333,394
45.0,速运,普通,计划,85,已分拨续签,18,17,10106,B,5.2,3.0,DIR,人工,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,26399.0,26429.0,55.0,41.0,3324.0,26321.85,26432.016667,0.966667,0.75,284
36.0,速运,普通,计划,31,已分拨续签,6,8,9,C,4.2,1.5,DIR,人工,三级运输,调低,常规,广东省,广东省,厢式运输车,C,业务区,2,特急订单,36199.0,36329.0,60.0,12.0,2871.266667,36133.566667,36277.2,6.9,0.033333,179
241.0,速运,普通,计划,73,已分拨续签,14,16,40,B,9.6,14.0,DIR,周期流向,二级运输,调高,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,38103.0,38223.0,215.0,41.0,2840.85,38082.116667,38179.75,2.75,0.083333,956
241.0,重货,区域发运,计划,81,已分拨续签,15,16,1499,B,9.6,14.0,DIR,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,20762.0,21122.0,225.0,46.0,1382.033333,20685.283333,20918.933333,54.8,0.05,1198
45.0,速运,普通,计划,87,已分拨续签,18,17,16,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,44784.0,44810.0,65.0,32.0,2865.016667,44619.583333,44808.066667,3.033333,0.033333,257
241.0,重货,普通,计划,81,非续签,15,16,1603,B,9.6,14.0,BDC,周期流向,二级运输,调低,常规,河南省,河南省,厢式运输车,BC,分拨区,5,常规订单,41563.0,42223.0,225.0,41.0,7535.0,41501.266667,41891.133333,6.7,0.116667,1377
33.0,速运,普通,计划,24,已分拨续签,5,9,12,B,4.2,1.5,DIR,周期流向,三级运输,未调整,常规,广东省,广东省,厢式运输车,B,业务区,2,常规订单,41354.0,41384.0,60.0,12.0,2869.116667,41337.633333,41380.2,2.283333,0.016667,127
2544.0,速运,普通,计划,69,已分拨续签,12,20,108,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,29157.0,29217.0,2790.0,66.0,2772.366667,28866.7,29077.683333,5.583333,0.033333,10609
45.0,速运,普通,计划,86,已分拨续签,18,17,153,B,5.2,3.0,DIR,人工,二级运输,未调整,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,22301.0,22331.0,60.0,17.0,2728.083333,22185.866667,22272.25,2.65,0.016667,257
144.0,重货,普通,计划,93,已分拨续签,19,10,86,C,9.6,14.0,DIR,周期流向,二级运输,调高,常规,广东省,广东省,厢式运输车,C,分拨区,3,常规订单,15169.0,15469.0,150.0,41.0,2794.3,15070.55,15316.35,114.55,0.216667,847
2544.0,速运,普通,计划,63,已分拨续签,12,20,58,B,15.0,30.0,DIR,周期流向,一级运输,调高,常规,陕西省,新疆维吾尔自治区,厢式运输车,B,分拨区,4,常规订单,10501.0,10561.0,2750.0,66.0,2822.633333,9852.933333,10549.55,13.933333,0.033333,10618
54.9,重货,普通,计划,16,非续签,4,3,1310,B,7.6,7.0,BDC,周期流向,三级运输,调高,常规,北京市,北京市,厢式运输车,BC,业务区,1,常规订单,45619.0,45819.0,85.0,28.0,6869.0,45473.533333,45644.933333,2011.116667,1.15,394
241.0,速运,普通,计划,78,已分拨续签,14,16,184,B,9.6,14.0,DIR,周期流向,二级运输,未调整,常规,河南省,河南省,厢式运输车,B,分拨区,5,常规订单,25654.0,25724.0,220.0,41.0,2697.216667,25619.833333,25726.683333,3.783333,0.05,999
45.0,速运,普通,计划,88,已分拨续签,18,17,733,B,5.2,3.0,DIR,周期流向,二级运输,调低,常规,广东省,广东省,厢式运输车,B,分拨区,3,常规订单,43415.0,43465.0,60.0,41.0,2147.966667,43338.483333,43420.6,1.116667,2896.4,284
