Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Area,Combined_Price,Duration,International,Express Shipment,Installation Included,Fragile,Material,Transport,Month,Year,Week,Customer Information,Customer Location,distance_sum,Cost
0.23,7.0,4.0,54.0,6.54,23.86,28.0,30.4,1,No,No,No,No,Wood,Roadways,8,2015,5,Working Class,AA,11464009.013558261,5.104247062719534
0.21,10.0,5.0,54.0,5.32,23.75,50.0,29.07,3,Yes,No,No,No,Wood,Waterways,11,2018,0,Working Class,PA,11464060.673558261,5.177448324067048
0.1,6.0,5.0,54.0,6.34,16.09,30.0,22.43,-4,No,No,No,No,Aluminium,Roadways,3,2019,0,Wealthy,WI,11464179.69355826,4.7942190635314725
0.19,11.0,6.0,55.0,3.32,22.03,66.0,25.35,-4,No,No,No,No,Wood,Roadways,1,2015,4,Working Class,VT,11464971.71355826,4.864298451021812
0.1,4.0,9.617647058823529,54.0,4.3,14.36,38.470588235294116,18.66,1,Yes,Yes,Yes,No,Aluminium,Airways,9,2018,4,Wealthy,NV,11465662.393558262,5.061771909543635
0.82,22.0,6.0,2344.0,9.27,12.05,132.0,21.32,3,Yes,Yes,No,No,Bronze,Airways,2,2018,2,Wealthy,OK,11466013.36644174,7.750145401816738
0.35,4.0,4.0,54.0,3.63,10.06,16.0,13.690000000000001,0,No,No,No,Yes,Clay,Roadways,6,2017,6,Working Class,CT,11466679.47355826,4.800901429691963
0.56,5.0,9.617647058823529,53.0,6.6,18.77,48.088235294117645,25.369999999999997,4,Yes,No,No,No,Aluminium,Waterways,9,2016,4,Working Class,TN,11466708.326441739,5.616989255686562
0.59,5.0,3.0,53.0,4.84,13.4,15.0,18.240000000000002,-1,No,No,Yes,No,Aluminium,Roadways,12,2016,0,Working Class,CT,11467219.706441738,5.0722946744829835
0.13,7.0,4.0,53.0,4.74,10.96,28.0,15.700000000000001,2,Yes,No,No,No,Aluminium,Roadways,4,2018,3,Working Class,AP,11467683.25355826,4.79206460462718
0.15,9.0,5.0,54.0,3.25,11.03,45.0,14.28,-1,Yes,No,Yes,No,Brass,Roadways,9,2018,5,Working Class,WI,11468056.63355826,4.673762977453703
0.75,7.0,4.0,2343.0,12.04,21.32,28.0,33.36,-4,No,No,No,No,Stone,Roadways,3,2015,6,Working Class,DC,11469692.96644174,5.755868787854532
0.4618504347826087,6.0,5.0,52.0,6.87,12.49,30.0,19.36,-1,Yes,Yes,No,No,Wood,Roadways,3,2019,4,Working Class,MS,11469699.538274784,4.722775428062355
0.33,21.766204081632655,3.0,53.0,3.45,21.91,65.29861224489797,25.36,-4,No,Yes,No,Yes,Clay,Airways,4,2015,1,Wealthy,KS,11469979.21355826,5.172073639973786
0.36,13.0,7.0,2353.0,5.27,16.54,91.0,21.81,0,Yes,No,No,No,Brass,Roadways,12,2017,2,Working Class,MN,11471448.45355826,5.294811227218749
0.22,8.0,5.0,51.0,5.66,24.99,40.0,30.65,2,No,No,Yes,No,Wood,Airways,1,2019,3,Working Class,LA,11472291.41355826,5.195065736737562
0.25,3.0,3.0,51.0,4.76,22.69,9.0,27.450000000000003,0,Yes,Yes,No,No,Brass,Roadways,9,2017,2,Wealthy,GA,11473034.59355826,5.35696356198077
0.4618504347826087,5.0,4.0,52.0,3.16,10.2,20.0,13.36,2,Yes,No,Yes,Yes,Clay,Roadways,4,2015,3,Working Class,WV,11473546.518274784,5.168265627187763
0.0,4.0,4.0,51.0,4.7,19.42,16.0,24.12,-2,No,No,Yes,Yes,Clay,Airways,6,2017,5,Working Class,AL,11473739.133558258,4.853435526076081
0.61,11.0,8.0,2354.0,4.35,18.97,88.0,23.32,1,No,No,Yes,No,Bronze,Waterways,11,2016,0,Working Class,IN,11473827.84644174,5.7440923380596995
0.66,4.0,4.0,51.0,4.19,11.64,16.0,15.830000000000002,0,No,No,No,No,Aluminium,Roadways,2,2017,6,Working Class,HI,11474005.066441739,5.07804469032551
0.94,4.0,4.0,51.0,3.9,24.61,16.0,28.509999999999998,-3,Yes,Yes,Yes,No,Aluminium,Airways,1,2017,6,Working Class,TN,11475306.96644174,5.742426098248406
0.44,8.0,4.0,51.0,3.35,10.47,32.0,13.82,-3,No,Yes,Yes,No,Aluminium,Airways,12,2018,4,Working Class,DE,11475808.75355826,4.857561811661286
0.51,3.0,3.0,51.0,3.33,17.01,9.0,20.340000000000003,0,No,No,Yes,No,Bronze,Waterways,1,2015,6,Working Class,VA,11475892.40644174,5.1418389797116
0.58,6.0,5.0,51.0,3.16,19.03,30.0,22.19,0,No,No,Yes,No,Wood,Airways,6,2017,1,Working Class,MI,11476464.986441739,5.276991579833284
0.07,3.0,2.0,50.0,4.46,24.61,6.0,29.07,-4,No,Yes,Yes,No,Stone,Airways,10,2015,3,Working Class,AP,11476731.19355826,5.284015581837177
0.4618504347826087,3.0,3.0,50.0,4.07,21.37,9.0,25.44,0,No,No,No,No,Bronze,Roadways,8,2017,5,Working Class,MS,11476861.258274782,5.236920571682713
0.37,14.0,7.0,49.0,6.66,16.41,98.0,23.07,0,No,No,No,No,Wood,Waterways,7,2015,5,Working Class,VA,11478021.173558261,5.144466641729776
0.22,28.0,12.0,2356.0,8.94,15.06,336.0,24.0,-2,No,Yes,No,No,Aluminium,Roadways,8,2017,3,Working Class,NV,11478035.993558262,5.192401140956488
0.54,5.0,3.0,49.0,5.11,19.4,15.0,24.509999999999998,1,No,No,No,No,Aluminium,Roadways,11,2017,1,Working Class,ME,11478141.686441738,5.273255935952665
0.99,4.0,3.0,49.0,5.95,24.24,12.0,30.189999999999998,2,Yes,No,No,No,Brass,Roadways,2,2019,5,Working Class,IL,11478723.206441738,6.168375660480489
0.28,9.0,5.0,48.0,5.05,15.75,45.0,20.8,0,No,No,No,No,Wood,Roadways,12,2016,3,Wealthy,WY,11481135.993558262,4.9932856557611425
0.19,6.0,4.0,48.0,4.75,10.1,24.0,14.85,1,No,No,No,No,Wood,Roadways,4,2015,6,Working Class,AP,11481670.57355826,4.585987366571318
0.84,8.0,9.617647058823529,48.0,4.81,10.34,76.94117647058823,15.149999999999999,0,No,No,No,No,Wood,Roadways,7,2019,3,Working Class,TN,11481902.346441738,5.2962151584561665
0.3,4.0,3.0,48.0,4.34,21.69,12.0,26.03,2,Yes,Yes,No,Yes,Clay,Airways,3,2018,0,Wealthy,OH,11482131.33355826,5.3369128843074
0.37,21.766204081632655,5.0,48.0,4.09,12.59,108.83102040816327,16.68,3,No,No,No,No,Brass,Roadways,10,2015,2,Wealthy,FL,11482543.173558261,5.062405141581006
0.47,8.0,4.0,47.0,5.8,18.89,32.0,24.69,2,Yes,No,Yes,No,Aluminium,Waterways,3,2019,3,Working Class,OH,11483378.046441738,5.397710110426072
0.4618504347826087,5.0,5.0,47.0,5.37,21.42,25.0,26.790000000000003,-2,No,No,No,Yes,Clay,Roadways,11,2016,1,Wealthy,DC,11483556.018274782,5.87355337824289
0.4618504347826087,12.0,7.0,48.0,3.41,19.82,84.0,23.23,-1,No,No,No,No,Wood,Roadways,10,2015,2,Working Class,NC,11484143.678274782,4.742842991113164
0.47,8.0,5.0,48.0,3.25,16.12,40.0,19.37,-2,No,No,No,No,Wood,Roadways,2,2018,4,Working Class,VT,11484607.686441738,4.9798323849412105
0.59,4.0,3.0,47.0,4.45,21.66,12.0,26.11,1,Yes,No,Yes,Yes,Clay,Waterways,3,2019,4,Working Class,MS,11484793.68644174,5.4169888962655355
0.94,5.0,4.0,47.0,4.86,11.45,20.0,16.31,0,Yes,No,Yes,No,Aluminium,Roadways,2,2018,2,Working Class,AZ,11484978.246441739,5.4948705055887155
0.03,6.0,5.0,47.0,4.0,18.78,30.0,22.78,2,No,Yes,Yes,No,Wood,Roadways,1,2015,5,Wealthy,MO,11486266.85355826,4.9469852670198
0.23,5.0,5.0,46.0,5.47,15.5,25.0,20.97,0,Yes,Yes,Yes,No,Aluminium,Airways,8,2018,4,Working Class,MA,11486589.21355826,5.044585733465803
0.83,7.0,4.0,46.0,4.9,22.18,28.0,27.08,-2,No,No,No,No,Wood,Airways,3,2018,1,Working Class,LA,11487480.74644174,5.629777061345705
0.39,4.0,3.0,46.0,4.0,12.62,12.0,16.619999999999997,0,No,No,No,Yes,Brass,Roadways,3,2018,1,Working Class,RI,11488442.133558258,4.883937641050299
0.37,3.0,2.0,45.0,5.82,14.6,6.0,20.42,-4,Yes,No,No,No,Brass,Waterways,11,2015,5,Working Class,ND,11489154.29355826,4.989547841765771
0.17,5.0,3.0,45.0,6.5,22.12,15.0,28.62,-2,No,No,No,Yes,Clay,Roadways,7,2017,6,Working Class,DE,11489637.97355826,5.059171457756321
0.47,5.0,9.617647058823529,45.0,4.41,19.45,48.088235294117645,23.86,4,Yes,Yes,No,Yes,Clay,Airways,7,2017,0,Wealthy,MD,11490488.026441738,5.501951847474021
0.97,6.0,4.0,2369.0,3.97,24.58,24.0,28.549999999999997,-1,Yes,No,No,No,Marble,Waterways,5,2019,2,Working Class,MO,11491611.206441738,6.014423951242892
0.23,5.0,3.0,44.0,6.52,13.94,15.0,20.46,-2,Yes,No,Yes,No,Aluminium,Waterways,9,2016,2,Working Class,TX,11492408.97355826,4.948901724290895
0.31,6.0,4.0,44.0,5.08,13.25,24.0,18.33,-3,No,No,No,No,Aluminium,Waterways,12,2018,2,Working Class,MA,11492535.31355826,4.788324729085938
0.21,3.0,3.0,44.0,4.84,14.02,9.0,18.86,-1,No,No,No,No,Brass,Roadways,1,2016,1,Wealthy,NC,11492981.23355826,4.964870548728511
0.4618504347826087,3.0,3.0,43.0,6.21,19.15,9.0,25.36,0,No,Yes,No,No,Bronze,Airways,5,2015,6,Working Class,VA,11494903.798274782,5.2999160879117335
0.59,3.0,3.0,43.0,6.02,22.47,9.0,28.49,3,No,No,Yes,No,Brass,Roadways,2,2015,4,Working Class,ID,11494979.90644174,5.651084685655752
0.4618504347826087,7.0,9.617647058823529,44.0,3.07,16.54,67.3235294117647,19.61,3,No,No,Yes,No,Wood,Roadways,6,2017,2,Working Class,MD,11496622.078274783,4.884996482474289
0.34,3.0,3.0,42.0,6.28,19.31,9.0,25.59,4,No,No,No,No,Brass,Roadways,11,2016,6,Working Class,ID,11497896.23355826,5.2962151584561665
0.64,21.766204081632655,5.0,42.0,6.53,17.21,108.83102040816327,23.740000000000002,-4,No,Yes,No,No,Brass,Roadways,11,2017,5,Wealthy,AZ,11498152.646441739,5.499787742180752
0.58,6.0,4.0,42.0,6.66,15.34,24.0,22.0,-3,No,No,Yes,No,Wood,Roadways,5,2016,4,Working Class,UT,11498169.78644174,5.311825716572829
0.4618504347826087,5.0,3.0,42.0,4.77,19.45,15.0,24.22,2,No,No,No,Yes,Clay,Roadways,10,2015,3,Working Class,NV,11498586.298274782,5.241694103606946
0.84,4.0,4.0,43.0,3.39,15.75,16.0,19.14,2,No,No,Yes,No,Brass,Roadways,6,2015,1,Working Class,AA,11499177.506441738,5.374213025551294
0.36,4.0,3.0,42.0,4.27,14.37,12.0,18.64,3,No,No,No,No,Brass,Roadways,6,2017,6,Wealthy,MD,11499443.753558261,5.196561457593649
0.42,21.766204081632655,4.0,41.0,5.84,12.62,87.06481632653062,18.46,0,No,Yes,No,No,Wood,Airways,9,2015,2,Wealthy,NC,11500677.41355826,5.022366216971954
0.4618504347826087,5.0,4.0,41.0,6.26,16.84,20.0,23.1,4,No,Yes,Yes,No,Wood,Airways,7,2016,1,Wealthy,NE,11500716.298274783,5.195342890920207
0.23,8.0,5.0,41.0,5.33,18.14,40.0,23.47,0,No,No,No,No,Aluminium,Roadways,3,2018,0,Wealthy,TX,11501109.653558262,5.060757903499466
0.01,21.766204081632655,3.0,41.0,5.66,12.96,65.29861224489797,18.62,3,Yes,Yes,No,Yes,Clay,Roadways,5,2019,4,Wealthy,GA,11501489.23355826,4.9798323849412105
0.82,4.0,3.0,41.0,4.54,13.28,12.0,17.82,-1,Yes,No,No,No,Aluminium,Waterways,6,2017,4,Working Class,AA,11502396.246441739,5.228913696409157
0.29,5.0,5.0,2382.0,5.54,18.18,25.0,23.72,-2,No,No,No,No,Marble,Roadways,8,2019,2,Working Class,WI,11502637.513558261,5.34625002030334
0.01,9.0,4.0,41.0,4.19,16.75,36.0,20.94,0,No,No,No,No,Brass,Roadways,1,2015,5,Working Class,VA,11503228.833558261,4.664947390023952
0.4618504347826087,3.0,3.0,41.0,3.58,11.36,9.0,14.94,-4,No,Yes,Yes,No,Brass,Roadways,7,2016,1,Working Class,TX,11503838.198274784,4.970438104344843
0.72,7.0,4.0,41.0,3.66,24.03,28.0,27.69,2,No,No,No,No,Wood,Waterways,4,2017,6,Working Class,VT,11503969.38644174,5.577614382465377
0.28,4.0,4.0,40.0,5.27,22.62,16.0,27.89,0,No,No,No,Yes,Clay,Roadways,9,2017,6,Working Class,SC,11503995.733558262,5.179871611341555
0.27,3.0,2.0,41.0,3.51,24.15,6.0,27.659999999999997,-2,No,Yes,No,No,Brass,Roadways,5,2016,1,Wealthy,GA,11504185.41355826,5.266413817535028
0.08,9.0,5.0,40.0,6.61,23.57,45.0,30.18,2,No,No,No,No,Wood,Airways,3,2016,3,Working Class,AA,11504421.95355826,4.977147449935266
0.79,4.0,3.0,40.0,4.89,11.55,12.0,16.44,0,No,No,Yes,No,Aluminium,Roadways,1,2017,1,Working Class,HI,11504741.986441739,5.186211932763729
0.41,3.0,2.0,39.0,6.26,17.88,6.0,24.14,1,Yes,Yes,No,No,Stone,Airways,5,2016,6,Wealthy,IN,11506581.05355826,5.6612576422412
0.4618504347826087,12.0,6.0,2386.0,5.67,14.75,72.0,20.42,0,Yes,No,No,No,Brass,Waterways,4,2019,0,Working Class,OH,11506788.718274783,5.1949548535528836
0.71,3.0,3.0,39.0,6.42,21.71,9.0,28.130000000000003,-3,No,Yes,No,No,Bronze,Roadways,11,2017,4,Wealthy,MI,11506957.22644174,5.7141287667103455
0.08,4.0,9.617647058823529,39.0,5.47,21.85,38.470588235294116,27.32,-1,No,No,No,Yes,Clay,Roadways,7,2015,2,Working Class,AK,11507211.113558263,4.942499198329286
0.94,3.0,3.0,39.0,6.13,19.03,9.0,25.16,4,No,No,No,No,Bronze,Waterways,5,2019,2,Working Class,ME,11507427.166441739,6.204335515651452
0.4618504347826087,4.0,4.0,39.0,4.67,11.58,16.0,16.25,-1,Yes,Yes,Yes,No,Aluminium,Airways,11,2018,2,Working Class,MD,11507475.938274782,4.845131522228461
0.14,3.0,3.0,39.0,4.81,17.58,9.0,22.389999999999997,4,No,No,Yes,Yes,Clay,Roadways,8,2017,3,Working Class,TN,11507699.57355826,5.014760108673205
0.44,5.0,3.0,39.0,4.49,21.12,15.0,25.61,0,No,No,No,No,Aluminium,Waterways,9,2018,2,Working Class,MS,11507760.93355826,5.138383328631711
0.97,7.0,5.0,39.0,5.21,23.7,35.0,28.91,-4,Yes,Yes,Yes,No,Wood,Airways,12,2016,5,Working Class,MN,11507824.22644174,6.218082057233692
0.52,24.0,14.0,2380.0,11.56,20.59,336.0,32.15,2,No,No,Yes,No,Aluminium,Waterways,1,2017,5,Working Class,AA,11508259.906441739,5.877847820321015
0.98,5.0,4.0,39.0,4.12,10.11,20.0,14.23,-1,Yes,No,No,No,Aluminium,Airways,2,2016,0,Working Class,AP,11509462.706441738,5.428380250846205
0.61,3.0,2.0,37.0,6.63,16.7,6.0,23.33,1,Yes,Yes,Yes,No,Marble,Airways,6,2018,5,Wealthy,MN,11512819.80644174,5.878771659638691
0.35,6.0,4.0,37.0,4.35,11.5,24.0,15.85,-3,No,No,No,No,Wood,Roadways,12,2018,5,Working Class,OK,11513943.253558261,4.6572881402501976
0.58,21.766204081632655,4.0,36.0,6.41,11.55,87.06481632653062,17.96,4,No,No,Yes,Yes,Clay,Roadways,10,2015,1,Working Class,KS,11515577.04644174,5.421331142443181
0.13,3.0,2.0,36.0,6.87,21.96,6.0,28.830000000000002,-4,No,No,No,No,Brass,Roadways,1,2019,3,Working Class,RI,11516305.173558261,4.994980054485683
0.2,7.0,5.0,36.0,4.87,16.29,35.0,21.16,3,No,No,No,No,Brass,Roadways,2,2019,6,Working Class,VA,11516325.933558261,4.87052995943538
0.07,4.0,3.0,37.0,3.41,16.27,12.0,19.68,3,No,No,No,Yes,Clay,Waterways,8,2015,5,Working Class,RI,11516632.833558261,4.941928096086465
0.58,3.0,2.0,36.0,4.39,11.99,6.0,16.38,1,No,Yes,No,No,Brass,Roadways,7,2017,0,Working Class,NY,11516862.326441739,5.091723608778362
0.35,3.0,2.0,36.0,4.11,15.86,6.0,19.97,2,No,No,No,No,Brass,Roadways,7,2019,2,Working Class,MA,11517355.45355826,5.140317621899148
0.26,4.0,3.0,36.0,3.96,23.02,12.0,26.98,0,No,No,Yes,No,Bronze,Airways,12,2016,1,Working Class,NH,11517791.37355826,5.1703703522174145
0.4618504347826087,4.0,4.0,35.0,5.99,17.83,16.0,23.82,-3,Yes,No,Yes,No,Aluminium,Roadways,10,2018,3,Working Class,GA,11518302.878274783,5.48084723497695
0.69,10.0,4.0,35.0,6.64,14.01,40.0,20.65,3,No,Yes,Yes,No,Wood,Roadways,7,2019,4,Wealthy,UT,11518873.826441739,5.919350739132674
0.49,5.0,9.617647058823529,35.0,4.55,15.87,48.088235294117645,20.419999999999998,1,No,No,No,No,Wood,Roadways,5,2018,2,Working Class,NM,11519476.30644174,5.052352887448124
0.84,5.0,3.0,35.0,3.78,18.82,15.0,22.6,3,Yes,Yes,No,No,Aluminium,Airways,7,2015,1,Wealthy,NH,11521607.206441738,5.654662256024787
0.4618504347826087,4.0,3.0,34.0,4.77,10.12,12.0,14.889999999999999,1,No,No,No,No,Aluminium,Airways,6,2015,5,Working Class,AP,11522108.298274782,4.820200917191751
0.09,4.0,4.0,35.0,3.52,11.33,16.0,14.85,0,No,No,No,No,Wood,Roadways,3,2017,0,Working Class,AA,11522189.633558262,4.521136190378082
0.77,4.0,4.0,34.0,6.92,10.52,16.0,17.439999999999998,0,No,Yes,No,Yes,Clay,Roadways,7,2015,3,Working Class,AP,11522300.30644174,5.623873091427899
0.73,21.766204081632655,3.0,35.0,3.33,16.1,65.29861224489797,19.43,0,No,No,Yes,Yes,Brass,Roadways,1,2018,6,Working Class,IL,11522524.086441739,5.237930216532941
0.31,3.0,3.0,33.0,5.9,23.57,9.0,29.47,0,Yes,No,Yes,Yes,Clay,Waterways,10,2016,3,Working Class,IA,11524367.093558261,5.227089857259669
0.68,3.0,2.0,33.0,6.14,14.35,6.0,20.49,1,No,Yes,No,No,Brass,Roadways,12,2015,6,Wealthy,OK,11524536.84644174,5.61829720529898
0.68,4.0,4.0,33.0,5.32,14.91,16.0,20.23,4,No,Yes,Yes,No,Aluminium,Airways,7,2017,4,Wealthy,MT,11524747.166441739,5.642828631985861
0.08,8.0,5.0,33.0,5.92,11.59,40.0,17.509999999999998,-1,Yes,No,No,No,Wood,Waterways,8,2015,2,Working Class,AR,11524833.73355826,4.589650374330055
0.48,9.0,4.0,34.0,3.43,24.51,36.0,27.94,-3,No,Yes,Yes,No,Brass,Airways,3,2017,2,Wealthy,MN,11524870.706441738,5.399971020274537
0.19,3.0,2.0,33.0,6.82,12.33,6.0,19.15,3,Yes,No,Yes,No,Brass,Waterways,5,2019,2,Working Class,MD,11525032.413558261,5.0932592827802114
0.3,3.0,2.0,33.0,4.81,19.46,6.0,24.27,3,No,Yes,No,No,Bronze,Roadways,11,2015,1,Working Class,TN,11525156.433558261,5.2086114534635435
0.4618504347826087,5.0,3.0,33.0,4.59,22.93,15.0,27.52,-1,No,No,No,No,Brass,Roadways,10,2017,4,Working Class,PA,11525352.738274783,5.137913845055013
0.02,7.0,4.0,34.0,3.34,15.53,28.0,18.869999999999997,0,No,No,Yes,No,Wood,Roadways,6,2015,1,Working Class,RI,11525865.41355826,4.731890938767248
0.76,5.0,3.0,33.0,4.18,24.37,15.0,28.55,4,Yes,Yes,No,No,Aluminium,Airways,7,2015,0,Working Class,SC,11526489.10644174,5.73940698562913
0.17,9.0,4.0,2403.0,7.81,19.93,36.0,27.74,0,No,No,No,No,Marble,Roadways,12,2018,0,Working Class,WY,11527309.153558262,5.3917621712579
0.65,21.766204081632655,9.617647058823529,32.0,6.18,20.69,209.33966866746698,26.87,2,No,No,No,No,Brass,Airways,12,2017,1,Working Class,IA,11527492.686441738,5.578974824062853
0.27,3.0,9.617647058823529,32.0,5.28,13.66,28.852941176470587,18.94,1,Yes,No,No,No,Bronze,Airways,12,2016,1,Working Class,TN,11527682.493558262,5.0479310788399525
0.29,21.766204081632655,11.0,2404.0,7.58,16.59,239.4282448979592,24.17,4,Yes,No,No,Yes,Clay,Waterways,11,2016,3,Working Class,AP,11527866.21355826,5.456303538604819
0.88,5.0,5.0,32.0,6.89,14.15,25.0,21.04,-2,Yes,No,No,No,Wood,Waterways,5,2017,5,Wealthy,MO,11528530.62644174,6.025648558888052
0.93,6.0,4.0,32.0,5.06,18.09,24.0,23.15,0,No,No,Yes,No,Wood,Waterways,7,2015,0,Working Class,PA,11528604.986441739,5.8881574772420535
0.43,4.0,3.0,32.0,4.16,22.2,12.0,26.36,-4,No,No,No,No,Aluminium,Roadways,9,2017,6,Working Class,MA,11529115.09355826,5.092399595898895
0.64,4.0,3.0,31.0,5.03,12.89,12.0,17.92,0,No,No,No,No,Aluminium,Roadways,8,2016,5,Working Class,IL,11530960.346441738,5.143649886535898
0.73,3.0,3.0,31.0,6.96,12.06,9.0,19.02,3,Yes,Yes,No,Yes,Clay,Airways,10,2017,3,Wealthy,ID,11531250.586441739,5.8529493272512365
0.01,3.0,3.0,32.0,3.25,12.15,9.0,15.4,0,No,Yes,Yes,Yes,Clay,Roadways,4,2016,0,Wealthy,AP,11532138.57355826,4.824948079825999
0.22,6.0,9.617647058823529,30.0,5.49,11.32,57.705882352941174,16.810000000000002,-3,No,No,No,No,Wood,Roadways,1,2017,2,Working Class,ND,11533650.593558261,4.5807750291533695
0.32,7.0,5.0,30.0,3.91,20.69,35.0,24.6,-2,No,No,No,No,Wood,Waterways,1,2016,0,Wealthy,ME,11535760.013558261,5.062911438661627
0.4618504347826087,3.0,3.0,29.0,6.19,24.76,9.0,30.950000000000003,0,No,No,Yes,Yes,Clay,Roadways,8,2018,4,Working Class,NV,11536333.398274783,5.348820348721143
0.39,7.0,4.0,29.0,5.11,23.68,28.0,28.79,4,No,Yes,Yes,No,Wood,Roadways,3,2016,5,Wealthy,WV,11536749.453558262,5.551834921717229
0.58,4.0,4.0,29.0,5.09,10.97,16.0,16.060000000000002,-2,No,No,No,No,Aluminium,Waterways,10,2018,4,Working Class,AR,11536841.906441739,4.982235819574558
0.4,5.0,4.0,29.0,4.85,18.46,20.0,23.310000000000002,2,No,Yes,Yes,No,Aluminium,Airways,8,2019,5,Working Class,OR,11537047.933558261,5.17031352596367
0.15,6.0,5.0,2414.0,5.5,19.85,30.0,25.35,0,No,No,No,No,Marble,Roadways,5,2016,6,Working Class,FL,11537705.19355826,5.2925507716536995
0.31,5.0,5.0,29.0,4.11,16.01,25.0,20.12,-3,Yes,Yes,Yes,No,Wood,Airways,9,2015,1,Working Class,AK,11538357.09355826,4.958850650946495
0.56,4.0,4.0,28.0,6.06,14.76,16.0,20.82,-4,Yes,No,No,No,Wood,Waterways,5,2015,3,Working Class,VT,11539412.326441739,5.169005630067697
0.78,4.0,4.0,28.0,6.42,24.68,16.0,31.1,-2,Yes,Yes,Yes,No,Wood,Airways,5,2015,2,Working Class,AE,11539934.38644174,5.973122352860117
0.53,8.0,4.0,28.0,4.98,23.83,32.0,28.81,4,No,Yes,Yes,No,Wood,Roadways,1,2016,4,Working Class,AA,11539939.96644174,5.527761030410726
0.57,3.0,3.0,27.0,5.95,16.42,9.0,22.37,4,Yes,No,No,Yes,Clay,Roadways,2,2017,4,Working Class,VA,11542450.426441738,5.372775277466046
0.4618504347826087,21.766204081632655,9.617647058823529,27.0,6.33,20.42,209.33966866746698,26.75,4,Yes,No,No,No,Brass,Airways,3,2017,2,Working Class,OK,11542451.958274782,6.0923726655395205
0.11,5.0,4.0,27.0,3.88,23.38,20.0,27.259999999999998,1,Yes,Yes,No,No,Wood,Airways,2,2016,2,Working Class,AE,11545307.133558262,5.023090735363602
0.12,6.0,5.0,2420.0,4.33,16.69,30.0,21.020000000000003,-4,No,Yes,No,No,Marble,Roadways,1,2018,5,Wealthy,VT,11545737.993558262,5.251068513947426
0.63,5.0,4.0,26.0,6.48,13.47,20.0,19.950000000000003,4,No,Yes,Yes,No,Wood,Roadways,9,2017,4,Working Class,MA,11545749.146441739,5.598940343132618
0.22,6.0,4.0,26.0,4.89,17.37,24.0,22.26,3,No,Yes,No,No,Wood,Roadways,5,2019,0,Wealthy,WY,11546321.333558261,5.010968571886377
0.07,4.0,4.0,26.0,3.86,11.24,16.0,15.1,-4,No,No,Yes,No,Wood,Waterways,7,2019,1,Working Class,DC,11548501.513558261,4.466712392840524
0.4618504347826087,4.0,3.0,25.0,5.54,18.08,12.0,23.619999999999997,-2,No,No,No,No,Wood,Roadways,12,2015,0,Working Class,HI,11548548.058274781,5.366863471583051
0.52,3.0,2.0,25.0,6.36,21.08,6.0,27.439999999999998,0,Yes,No,No,Yes,Clay,Roadways,4,2017,5,Working Class,NE,11548598.006441738,5.494624007908654
0.17,21.766204081632655,2.0,25.0,5.65,13.14,43.53240816326531,18.79,-2,No,No,No,No,Brass,Airways,9,2018,5,Working Class,UT,11548852.99355826,4.815106909815019
0.81,21.766204081632655,4.0,26.0,3.42,18.11,87.06481632653062,21.53,1,No,No,No,No,Aluminium,Waterways,5,2018,6,Working Class,PA,11549553.706441738,5.401821159562698
0.24,36.0,16.0,2425.0,6.45,20.79,576.0,27.24,2,No,No,No,No,Aluminium,Waterways,12,2016,0,Working Class,AL,11549591.493558262,5.363964647783892
0.22,5.0,4.0,25.0,4.71,21.61,20.0,26.32,-4,No,No,Yes,No,Aluminium,Airways,11,2018,2,Working Class,ME,11549613.173558261,4.937634401211765
0.57,4.0,3.0,26.0,3.15,18.99,12.0,22.139999999999997,-4,Yes,Yes,Yes,No,Wood,Airways,2,2016,6,Wealthy,NJ,11549889.42644174,5.212977319381022
0.01,11.0,8.0,2421.0,3.01,19.3,88.0,22.310000000000002,4,Yes,Yes,No,No,Brass,Airways,10,2017,3,Wealthy,AR,11550456.49355826,5.360587692274161
0.05,5.0,3.0,25.0,4.26,19.61,15.0,23.869999999999997,0,No,No,Yes,No,Wood,Roadways,3,2015,4,Working Class,MO,11550765.453558259,4.809090142334542
0.73,3.0,2.0,24.0,6.54,24.22,6.0,30.759999999999998,0,No,Yes,No,No,Brass,Roadways,5,2015,2,Working Class,SC,11552085.986441739,5.745404149347021
0.4,5.0,4.0,25.0,3.41,22.12,20.0,25.53,0,No,Yes,No,No,Wood,Airways,6,2015,6,Wealthy,AL,11552114.133558262,5.191288793789513
0.08,3.0,3.0,24.0,3.72,12.67,9.0,16.39,-2,Yes,No,Yes,No,Aluminium,Waterways,5,2015,6,Working Class,AP,11554917.013558261,4.679535267943399
0.81,32.0,11.0,2431.0,7.12,14.39,352.0,21.51,0,No,No,No,Yes,Clay,Roadways,7,2019,0,Working Class,AK,11557184.406441739,6.687918753425423
0.36,5.0,5.0,23.0,3.64,18.01,25.0,21.650000000000002,1,No,No,No,No,Aluminium,Waterways,1,2018,2,Working Class,AP,11557660.87355826,5.019330712463479
0.06,5.0,3.0,22.0,6.1,17.41,15.0,23.509999999999998,-3,Yes,No,No,No,Wood,Waterways,3,2015,3,Working Class,DC,11558293.17355826,4.764393691536069
0.8,3.0,2.0,22.0,5.07,19.25,6.0,24.32,-1,No,Yes,No,Yes,Clay,Airways,2,2017,1,Wealthy,MN,11558627.26644174,5.556982489929325
